Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Deck,Room,Encoded_First_Name
0,2,0,26,0,0,10.5,S,,,485
0,3,0,27,1,0,14.4542,C,,,76
1,1,0,42,1,0,52.5542,S,4,19,191
1,3,0,20,1,1,15.7417,C,,,659
0,3,0,21,0,0,7.8542,S,,,341
0,3,0,21,0,0,16.1,S,,,159
0,1,0,61,0,0,32.3208,S,4,50,270
0,2,0,57,0,0,12.35,Q,,,139
1,1,1,21,0,0,77.9583,S,4,9,302
0,3,0,26,0,0,7.8958,S,,,303
0,3,0,,0,0,7.7333,Q,,,600
1,1,0,80,0,0,30,S,1,23,44
0,3,0,51,0,0,7.0542,S,,,409
1,1,0,32,0,0,30.5,C,2,50,557
0,1,0,,0,0,0,S,,,783
0,3,1,9,3,2,27.9,S,,,510
1,2,1,28,0,0,13,S,,,544
0,3,0,32,0,0,7.925,S,,,78
0,2,0,31,1,1,26.25,S,,,327
0,3,1,41,0,5,39.6875,S,,,451
0,3,0,,1,0,16.1,S,,,607
0,3,0,20,0,0,7.8542,S,,,318
1,1,1,24,0,0,69.3,C,2,35,224
0,3,1,2,3,2,27.9,S,,,529
1,3,0,,0,0,56.4958,S,,,142
1,3,1,0.75,2,1,19.2583,C,,,248
1,1,0,48,1,0,76.7292,C,4,33,348
0,3,0,19,0,0,7.8958,S,,,502
1,1,0,56,0,0,35.5,C,1,26,589
0,3,0,,0,0,7.55,S,,,179
1,3,1,23,0,0,7.55,S,,,57
0,3,0,,0,0,7.8958,S,,,567
1,2,1,18,0,1,23,S,,,217
0,3,0,21,0,0,8.4333,S,,,412
1,3,1,,0,0,7.8292,Q,,,314
0,3,1,18,0,0,6.75,Q,,,313
0,2,0,24,2,0,73.5,S,,,493
0,3,0,,0,0,7.8958,S,,,33
0,3,1,32,1,1,15.5,Q,,,415
0,2,0,23,0,0,13,S,,,288
0,1,0,58,0,2,113.275,C,4,48,88
1,1,0,50,2,0,133.65,S,,,350
0,3,0,40,0,0,7.225,C,,,569
0,1,0,47,0,0,25.5875,S,5,58,188
0,3,0,36,0,0,7.4958,S,,,603
1,3,0,20,1,0,7.925,S,,,197
0,2,0,32,2,0,73.5,S,,,497
0,2,0,25,0,0,13,S,,,632
0,3,0,,0,0,7.775,S,,,476
0,3,0,43,0,0,8.05,S,,,376
1,1,1,,1,0,52,S,3,126,216
1,2,1,40,1,1,39,S,,,727
0,1,0,31,1,0,52,S,2,71,729
0,2,0,70,0,0,10.5,S,,,345
1,2,0,31,0,0,13,S,,,128
0,2,0,,0,0,0,S,,,227
0,3,0,18,0,0,7.775,S,,,306
0,3,0,24.5,0,0,8.05,S,,,272
1,3,1,18,0,0,9.8417,S,,,69
0,3,1,43,1,6,46.9,S,,,271
1,1,0,36,0,1,512.3292,C,2,51 B53 B55,716
0,3,1,,0,0,8.1375,Q,,,472
1,1,0,27,0,0,76.7292,C,4,49,310
0,3,0,20,0,0,9.225,S,,,728
0,3,0,14,5,2,46.9,S,,,132
0,2,0,60,1,1,39,S,,,726
0,2,0,25,1,2,41.5792,C,,,446
0,3,0,14,4,1,39.6875,S,,,375
0,3,0,19,0,0,10.1708,S,,,113
0,3,0,18,0,0,7.7958,S,,,170
1,1,1,15,0,1,211.3375,S,2,5,295
1,1,0,31,1,0,57,S,2,20,27
1,3,1,4,0,1,13.4167,C,,,516
1,3,0,,0,0,56.4958,S,,,45
0,3,0,25,0,0,7.225,C,,,474
0,1,0,60,0,0,26.55,S,,,414
0,2,0,52,0,0,13.5,S,,,137
0,3,0,44,0,0,8.05,S,,,382
1,3,1,,0,0,7.7333,Q,,,471
0,1,0,49,1,1,110.8833,C,3,68,416
0,3,0,42,0,0,7.65,S,6, G63,20
1,1,1,18,1,0,227.525,C,3,62 C64,430
1,1,0,35,0,0,26.2875,S,5,24,689
0,3,1,18,0,1,14.4542,C,,,660
0,3,0,25,0,0,7.7417,Q,,,542
0,3,0,26,1,0,7.8542,S,,,337
0,2,0,39,0,0,26,S,,,347
1,2,1,45,0,0,13.5,S,,,256
1,1,0,42,0,0,26.2875,S,5,24,187
1,1,1,22,0,0,151.55,S,,,46
1,3,0,,1,1,15.2458,C,,,309
1,1,1,24,0,0,49.5042,C,3,90,110
0,1,0,,0,0,26.55,S,3,124,353
1,1,0,48,1,0,52,S,3,126,215
0,3,0,29,0,0,9.4833,S,,,94
0,2,0,52,0,0,13,S,,,662
0,3,0,19,0,0,7.65,S,6, G73,614
1,1,1,38,0,0,227.525,C,3,45,122
1,2,1,27,0,0,10.5,S,5,101,192
0,3,0,,0,0,15.5,Q,,,560
0,3,0,33,0,0,7.775,S,,,515
1,2,1,6,0,1,33,S,,,73
0,3,0,17,1,0,7.0542,S,,,704
0,2,0,34,0,0,13,S,,,782
0,2,0,50,0,0,13,S,,,346
1,1,0,27,1,0,53.1,S,5,8,586
0,3,0,20,0,0,8.6625,S,,,508
1,2,1,30,3,0,21,S,,,618
1,3,1,,0,0,7.7375,Q,,,528
0,2,0,25,1,0,26,S,,,481
0,3,1,25,1,0,7.925,S,,,625
1,1,1,29,0,0,211.3375,S,2,5,204
0,3,0,11,0,0,18.7875,C,,,358
0,2,0,,0,0,0,S,,,649
0,2,0,23,0,0,13,S,,,785
0,2,0,23,0,0,13,S,,,570
0,3,0,28.5,0,0,16.1,S,,,496
0,3,1,48,1,3,34.375,S,,,181
1,1,0,35,0,0,512.3292,C,2,101,308
0,3,0,,0,0,7.8958,S,,,458
0,3,0,,0,0,7.8958,S,,,566
1,1,0,,0,0,30,S,4,45,753
0,1,0,36,1,0,78.85,S,3,46,735
1,1,1,21,2,2,262.375,C,2,57 B59 B63 B66,703
0,3,0,24,1,0,16.1,S,,,573
1,3,0,31,0,0,7.925,S,,,453
0,1,0,70,1,1,71,S,2,22,185
0,3,0,16,1,1,20.25,S,,,657
1,2,1,30,0,0,13,S,,,65
0,1,0,19,1,0,53.1,S,4,30,155
0,3,0,31,0,0,7.75,Q,,,560
1,2,1,4,1,1,23,S,,,401
1,3,0,6,0,1,12.475,S,5,121,559
0,3,0,33,0,0,9.5,S,,,413
0,3,0,23,0,0,7.8958,S,,,483
1,2,1,48,1,2,65,S,,,664
1,2,0,0.67,1,1,14.5,S,,,746
0,3,0,28,0,0,7.7958,S,,,93
0,2,0,18,0,0,11.5,S,,,611
0,3,0,34,0,0,8.05,S,,,723
1,1,1,33,0,0,86.5,S,2,77,150
0,3,0,,0,0,14.5,S,,,414
0,3,0,41,0,0,7.125,S,,,369
1,3,0,20,0,0,7.2292,C,,,312
1,1,1,36,1,2,120,S,2,96 B98,778
0,3,0,16,0,0,7.775,S,,,316
1,1,1,51,1,0,77.9583,S,4,11,420
0,1,0,,0,0,39.6,C,,,87
0,3,1,30.5,0,0,7.75,Q,,,544
0,3,0,,1,0,24.15,Q,,,154
0,3,0,32,0,0,8.3625,S,,,153
0,3,0,24,0,0,9.5,S,,,634
0,3,0,48,0,0,7.8542,S,,,578
0,2,1,57,0,0,10.5,S,5,77,14
0,3,0,,0,0,7.225,C,,,162
1,2,1,54,1,3,23,S,,,207
0,3,0,18,0,0,7.75,S,,,602
0,3,0,,0,0,7.75,Q,6,38,655
1,3,1,5,0,0,12.475,S,,,748
0,3,0,,0,0,7.7375,Q,,,719
1,1,1,43,0,1,211.3375,S,2,3,190
1,3,1,13,0,0,7.2292,C,,,101
1,1,1,17,1,0,57,S,2,20,28
0,1,0,29,0,0,30,S,4,6,565
0,3,0,,1,2,23.45,S,,,63
0,3,0,25,0,0,7.05,S,,,760
0,3,0,25,0,0,7.25,S,,,16
1,3,1,18,0,0,7.4958,S,,,69
0,3,0,8,4,1,29.125,Q,,,290
1,3,0,1,1,2,20.575,S,,,112
0,1,0,46,0,0,79.2,C,2,82 B84,103
0,3,0,,0,0,7.75,Q,,,62
0,2,0,16,0,0,26,S,,,39
0,3,1,,8,2,69.55,S,,,695
0,1,0,,0,0,30.6958,C,,,779
0,3,0,25,0,0,7.8958,S,,,646
0,2,0,39,0,0,13,S,,,636
1,1,1,49,0,0,25.9292,S,4,17,47
1,3,1,31,0,0,8.6833,S,,,521
0,3,0,30,0,0,7.2292,C,,,798
0,3,1,30,1,1,24.15,S,,,395
0,2,0,34,0,0,13,S,,,542
1,2,1,31,1,1,26.25,S,,,328
1,1,0,11,1,2,120,S,2,96 B98,794
1,3,0,0.42,0,1,8.5167,C,,,89
1,3,0,27,0,0,6.975,S,,,595
0,3,0,31,0,0,7.775,S,,,465
0,1,0,39,0,0,0,S,1,36,721
0,3,1,18,0,0,7.775,S,,,213
0,2,0,39,0,0,13,S,,,91
1,1,1,33,1,0,53.1,S,5,8,587
0,3,0,26,0,0,7.8875,S,,,760
0,3,0,39,0,0,24.15,S,,,382
0,2,0,35,0,0,10.5,S,,,642
0,3,1,6,4,2,31.275,S,,,169
0,3,0,30.5,0,0,8.05,S,,,237
0,1,0,,0,0,0,S,2,102,636
0,3,1,23,0,0,7.925,S,,,757
0,2,0,31,1,1,37.0042,C,,,25
0,3,0,43,0,0,6.45,S,,,423
0,3,0,10,3,2,27.9,S,,,467
1,1,1,52,1,1,93.5,S,2,69,140
1,3,0,27,0,0,8.6625,S,,,579
0,1,0,38,0,0,0,S,,,424
1,3,1,27,0,1,12.475,S,5,121,2
0,3,0,2,4,1,39.6875,S,,,736
0,3,0,,0,0,6.95,Q,,,414
0,3,0,,0,0,56.4958,S,,,487
1,2,0,1,0,2,37.0042,C,,,61
1,3,0,,0,0,7.75,Q,,,720
1,1,1,62,0,0,80,,2,28,292
1,3,1,15,1,0,14.4542,C,,,77
1,2,0,0.83,1,1,18.75,S,,,294
0,3,0,,0,0,7.2292,C,,,55
0,3,0,23,0,0,7.8542,S,,,25
0,3,0,18,0,0,8.3,S,,,596
1,1,1,39,1,1,83.1583,C,5,49,670
0,3,0,21,0,0,8.6625,S,,,380
0,3,0,,0,0,8.05,S,,,554
1,3,0,32,0,0,56.4958,S,,,127
1,1,0,,0,0,29.7,C,3,47,624
0,3,0,20,0,0,7.925,S,,,371
0,2,0,16,0,0,10.5,S,,,714
1,1,1,30,0,0,31,C,,,95
0,3,0,34.5,0,0,6.4375,C,,,619
0,3,0,17,0,0,8.6625,S,,,399
0,3,0,42,0,0,7.55,S,,,74
0,3,0,,8,2,69.55,S,,,168
0,3,0,35,0,0,7.8958,C,,,536
0,2,0,28,0,1,33,S,,,414
1,1,1,,1,0,89.1042,C,3,92,668
0,3,0,4,4,2,31.275,S,,,682
0,3,0,74,0,0,7.775,S,,,402
0,3,1,9,1,1,15.2458,C,,,588
1,1,1,16,0,1,39.4,S,4,28,546
0,2,1,44,1,0,26,S,,,235
1,3,1,18,0,1,9.35,S,,,661
1,1,1,45,1,1,164.8667,S,,,286
1,1,0,51,0,0,26.55,S,5,17,616
1,3,1,24,0,3,19.2583,C,,,688
0,3,0,,0,0,7.2292,C,,,628
0,3,0,41,2,0,14.1083,S,,,145
0,2,0,21,1,0,11.5,S,,,274
1,1,1,48,0,0,25.9292,S,4,17,276
0,3,1,,8,2,69.55,S,,,167
0,2,0,24,0,0,13,S,,,435
1,2,1,42,0,0,13,S,,,8
1,2,1,27,1,0,13.8583,C,,,90
0,1,0,31,0,0,50.4958,S,1,24,755
0,3,0,,0,0,9.5,S,,,620
1,3,0,4,1,1,11.1333,S,,,320
0,3,0,26,0,0,7.8958,S,,,126
1,1,1,47,1,1,52.5542,S,4,35,644
0,1,0,33,0,0,5,S,2,51 B53 B55,267
0,3,0,47,0,0,9,S,,,740
1,2,1,28,1,0,24,C,,,663
1,3,1,15,0,0,7.225,C,,,18
0,3,0,20,0,0,9.8458,S,,,43
0,3,0,19,0,0,7.8958,S,,,574
0,3,0,,0,0,7.8958,S,,,480
1,1,1,56,0,1,83.1583,C,3,50,722
1,2,1,25,0,1,26,S,,,764
0,3,0,33,0,0,7.8958,S,,,411
0,3,1,22,0,0,10.5167,S,,,296
0,2,0,28,0,0,10.5,S,,,275
0,3,0,25,0,0,7.05,S,,,343
0,3,1,39,0,5,29.125,Q,,,765
0,2,0,27,0,0,13,S,,,457
1,1,1,19,0,0,30,S,2,42,526
0,3,1,,1,2,23.45,S,,,125
1,1,0,26,0,0,30,C,3,148,463
0,3,0,32,0,0,7.75,Q,,,599
,3,0,34.5,0,0,7.8292,Q,,,597
,3,1,47,1,0,7,S,,,419
,2,0,62,0,0,9.6875,Q,,,482
,3,0,27,0,0,8.6625,S,,,379
,3,1,22,1,1,12.2875,S,,,782
,3,0,14,0,0,9.225,S,,,382
,3,1,30,0,0,7.6292,Q,,,732
,2,0,26,1,1,29,S,,,301
,3,1,18,0,0,7.2292,C,,,594
,3,0,21,2,0,24.15,S,,,577
,3,0,,0,0,7.8958,S,,,530
,1,0,46,0,0,26,S,,,206
,1,1,23,1,0,82.2667,S,2,45,782
,2,0,63,1,0,26,S,,,58
,1,1,47,1,0,61.175,S,5,31,364
,2,1,24,1,0,27.7208,C,,,13
,2,0,35,0,0,12.35,Q,,,246
,3,0,21,0,0,7.225,C,,,133
,3,1,27,1,0,7.925,S,,,456
,3,1,45,0,0,7.225,C,,,254
,1,0,55,1,0,59.4,C,,,444
,3,0,9,0,1,3.1708,S,,,485
,1,1,,0,0,31.6833,S,,,66
,1,0,21,0,1,61.3792,C,,,792
,1,1,48,1,3,262.375,C,2,57 B59 B63 B66,734
,3,0,50,1,0,14.5,S,,,119
,1,1,22,0,1,61.9792,C,2,36,253
,3,0,22.5,0,0,7.225,C,,,129
,1,0,41,0,0,30.5,S,1,21,212
,3,0,,2,0,21.6792,C,,,483
,2,0,50,1,0,26,S,,,519
,2,0,24,2,0,31.5,S,,,771
,3,1,33,1,2,20.575,S,,,545
,3,1,,1,2,23.45,S,,,186
,1,0,30,1,0,57.75,C,3,78,172
,3,0,18.5,0,0,7.2292,C,,,35
,3,1,,0,0,8.05,S,,,311
,3,1,21,0,0,8.6625,S,,,233
,3,0,25,0,0,9.5,S,,,97
,3,0,,0,0,56.4958,S,,,391
,3,0,39,0,1,13.4167,C,,,403
,1,0,,0,0,26.55,S,4,34,787
,3,0,41,0,0,7.85,S,,,708
,2,1,30,0,0,13,S,,,684
,1,1,45,1,0,52.5542,S,4,19,525
,3,0,25,0,0,7.925,S,,,785
,1,0,45,0,0,29.7,C,1,9,161
,3,0,,0,0,7.75,Q,,,114
,1,1,60,0,0,76.2917,C,4,15,797
,3,1,36,0,2,15.9,S,,,438
,1,0,24,1,0,60,S,3,31,452
,2,0,27,0,0,15.0333,C,,,637
,2,1,20,2,1,23,S,,,349
,1,1,28,3,2,263,S,3,23 C25 C27,503
,2,0,,0,0,15.5792,C,,,226
,3,0,10,4,1,29.125,Q,,,362
,3,0,35,0,0,7.8958,S,,,222
,3,0,25,0,0,7.65,S,6, G63,517
,3,0,,1,0,16.1,S,,,148
,1,1,36,0,0,262.375,C,2,61,780
,3,0,17,0,0,7.8958,S,,,593
,2,0,32,0,0,13.5,S,,,54
,3,0,18,0,0,7.75,S,,,339
,3,1,22,0,0,7.725,Q,,,319
,1,0,13,2,2,262.375,C,2,57 B59 B63 B66,26
,2,1,,0,0,21,S,,,297
,3,1,18,0,0,7.8792,Q,,,6
,1,0,47,0,0,42.4,S,,,236
,1,0,31,0,0,28.5375,C,3,53,231
,1,1,60,1,4,263,S,3,23 C25 C27,747
,3,1,24,0,0,7.75,Q,,,697
,3,0,21,0,0,7.8958,S,,,499
,3,1,29,0,0,7.925,S,,,51
,1,0,28.5,0,0,27.7208,C,4,43,80
,1,1,35,0,0,211.5,C,3,130,486
,1,0,32.5,0,0,211.5,C,3,132,681
,3,0,,0,0,8.05,S,,,374
,1,1,55,2,0,25.7,S,3,101,627
,2,0,30,0,0,13,S,,,32
,3,1,24,0,0,7.75,Q,,,206
,3,0,6,1,1,15.2458,C,,,17
,1,0,67,1,0,221.7792,S,3,55 C57,392
,1,0,49,0,0,26,S,,,116
,3,0,,0,0,7.8958,S,,,261
,2,0,,0,0,10.7083,Q,,,109
,3,0,,1,0,14.4542,C,,,460
,3,1,27,0,0,7.8792,Q,,,789
,3,1,18,0,0,8.05,S,,,674
,3,1,,0,0,7.75,Q,,,511
,2,0,2,1,1,23,S,,,257
,3,1,22,1,0,13.9,S,,,219
,3,0,,0,0,7.775,S,,,601
,1,1,27,1,2,52,S,2,71,352
,3,0,,0,0,8.05,S,,,111
,1,0,25,0,0,26,C,,,152
,3,0,25,0,0,7.7958,S,,,138
,1,1,76,1,0,78.85,S,3,46,285
,3,0,29,0,0,7.925,S,,,774
,3,1,20,0,0,7.8542,S,,,433
,3,0,33,0,0,8.05,S,,,685
,1,1,43,1,0,55.4417,C,3,116,550
,2,0,27,1,0,26,S,,,598
,3,0,,0,0,7.75,Q,,,639
,3,0,26,0,0,7.775,S,,,307
,3,1,16,1,1,8.5167,C,,,60
,3,0,28,0,0,22.525,S,,,701
,3,0,21,0,0,7.8208,Q,,,68
,3,0,,0,0,7.75,Q,,,30
,3,0,,0,0,8.7125,S,,,730
,2,0,18.5,0,0,13,S,6,,109
,2,0,41,0,0,15.0458,C,,,751
,3,1,,0,0,7.7792,Q,,,356
,1,1,36,0,0,31.6792,C,1,29,158
,3,1,18.5,0,0,7.2833,Q,,,473
,1,1,63,1,0,221.7792,S,3,55 C57,514
,3,0,18,1,0,14.4542,C,,,176
,3,0,,0,0,6.4375,C,,,599
,3,1,1,1,1,16.7,S,7,6,786
,1,0,36,0,0,75.2417,C,3,6,626
,2,1,29,1,0,26,S,,,214
,2,1,12,0,0,15.75,S,,,691
,3,0,,1,0,7.75,Q,,,492
,1,1,35,1,0,57.75,C,3,28,576
,3,0,28,0,0,7.25,S,,,702
,3,0,,0,0,7.75,Q,,,610
,3,1,17,0,1,16.1,S,,,200
,3,0,22,0,0,7.7958,S,,,542
,3,1,,2,0,23.25,Q,,,281
,2,0,42,0,0,13,S,,,65
,3,0,24,0,0,8.05,S,,,402
,3,0,32,0,0,8.05,S,,,449
,1,0,53,0,0,28.5,C,3,51,165
,3,1,,0,4,25.4667,S,,,34
,3,0,,1,0,6.4375,C,,,495
,3,0,43,0,0,7.8958,S,,,666
,3,0,24,0,0,7.8542,S,,,221
,3,0,26.5,0,0,7.225,C,,,333
,2,0,26,0,0,13,S,,,378
,3,1,23,0,0,8.05,S,,,590
,3,0,40,1,6,46.9,S,,,740
,3,1,10,5,2,46.9,S,,,442
,1,1,33,0,0,151.55,S,,,69
,1,0,61,1,3,262.375,C,2,57 B59 B63 B66,605
,2,0,28,0,0,26,S,,,398
,1,0,42,0,0,26.55,S,,,174
,3,0,31,3,0,18,S,,,443
,1,0,,0,0,51.8625,S,5,46,92
,3,0,22,0,0,8.05,S,,,654
,1,0,,0,0,26.55,S,,,561
,2,0,30,1,1,26,S,,,724
,1,1,23,0,1,83.1583,C,3,54,650
,3,0,,0,0,7.8958,C,,,712
,3,0,60.5,0,0,,S,,,38
,3,1,36,0,2,12.1833,S,,,100
,3,0,13,4,2,31.3875,S,,,591
,3,0,24,0,0,7.55,S,,,131
,1,1,29,0,0,221.7792,S,3,97,471
,3,1,23,0,0,7.8542,S,,,323
,1,0,42,0,0,26.55,S,4,22,564
,3,1,26,0,2,13.775,S,,,717
,3,1,,0,0,7.7333,Q,,,426
,3,0,7,1,1,15.2458,C,,,383
,2,1,26,0,0,13.5,S,,,434
,3,0,,0,0,7,S,,,448
,2,0,41,0,0,13,S,,,196
,3,1,26,1,1,22.025,S,,,265
,1,0,48,0,0,50.4958,C,2,10,4
,3,0,18,2,2,34.375,S,,,761
,1,1,,0,0,27.7208,C,,,421
,3,1,22,0,0,8.9625,S,,,486
,3,0,,0,0,7.55,S,,,795
,3,0,27,0,0,7.225,C,,,83
,3,0,23,1,0,13.9,S,,,199
,3,0,,0,0,7.2292,C,,,79
,3,0,40,1,5,31.3875,S,,,385
,2,1,15,0,2,39,S,,,475
,2,1,20,0,0,36.75,S,,,342
,1,0,54,1,0,55.4417,C,3,116,64
,2,1,36,0,3,39,S,6,4,630
,1,1,64,0,2,83.1583,C,5,45,501
,2,0,30,0,0,13,S,,,147
,1,0,37,1,1,83.1583,C,5,52,633
,1,1,18,1,0,53.1,S,4,30,144
,3,0,,0,0,7.75,Q,,,638
,1,1,27,1,1,247.5208,C,2,58 B60,507
,2,0,40,0,0,16,S,,,363
,2,1,21,0,1,21,S,,,713
,3,0,17,2,0,8.05,S,,,136
,3,1,,8,2,69.55,S,,,414
,2,0,40,0,0,13,S,,,700
,2,0,34,1,0,26,S,,,15
,1,0,,0,0,26,S,,,760
,3,0,11.5,1,1,14.5,S,,,121
,2,0,61,0,0,12.35,Q,,,562
,2,0,8,0,2,32.5,S,,,388
,3,0,33,0,0,7.8542,S,,,205
,1,0,6,0,2,134.5,C,5,34,647
,3,1,18,0,0,7.775,S,,,466
,2,0,23,0,0,10.5,S,,,523
,3,1,,0,0,8.1125,S,,,336
,3,1,,0,0,15.5,Q,,,575
,3,0,0.33,0,2,14.4,S,,,270
,1,0,47,1,0,227.525,C,3,62 C64,381
,2,1,8,1,1,26,S,,,298
,2,0,25,0,0,10.5,S,,,305
,1,0,,0,0,25.7417,C,,,706
,3,1,35,0,0,7.75,Q,,,459
,2,0,24,0,0,10.5,S,,,572
,1,1,33,0,0,27.7208,C,1,11,330
,3,0,25,0,0,7.8958,S,,,338
,3,0,32,0,0,22.525,S,,,24
,3,0,,0,0,7.05,S,,,146
,2,0,17,0,0,73.5,S,,,427
,2,1,60,1,0,26,S,,,315
,3,1,38,4,2,7.775,S,,,621
,1,0,42,0,0,42.5,S,2,11,512
,3,1,,0,0,7.8792,Q,,,202
,1,0,57,1,1,164.8667,S,,,678
,1,1,50,1,1,211.5,C,3,80,31
,3,0,,0,0,8.05,S,,,749
,2,1,30,1,0,13.8583,C,,,741
,3,0,21,0,0,8.05,S,,,387
,2,1,22,0,0,10.5,S,6,33,289
,3,0,21,0,0,7.7958,S,,,143
,1,1,53,0,0,27.4458,C,,,277
,3,1,,0,2,15.2458,C,,,464
,3,0,23,0,0,7.7958,S,,,785
,3,1,,0,0,7.75,Q,,,425
,3,0,40.5,0,0,15.1,S,,,82
,2,0,36,0,0,13,S,,,549
,2,0,14,0,0,65,S,,,340
,1,1,21,0,0,26.55,S,,,102
,3,0,21,1,0,6.4958,S,,,239
,3,0,,0,0,7.8792,Q,,,500
,1,0,39,1,0,71.2833,C,3,85,651
,3,0,20,0,0,7.8542,S,,,49
,1,0,64,1,0,75.25,C,4,37,696
,3,0,20,0,0,7.225,C,,,540
,2,1,18,1,1,13,S,,,280
,1,1,48,1,0,106.425,C,3,86,289
,1,1,55,0,0,27.7208,C,,,707
,2,1,45,0,2,30,S,,,470
,1,0,45,1,1,134.5,C,5,34,631
,3,0,,0,0,7.8875,S,,,553
,3,0,,1,2,23.45,S,,,687
,1,0,41,1,0,51.8625,S,4,21,776
,2,1,22,0,0,21,S,,,22
,2,0,42,1,1,32.5,S,,,763
,2,1,29,1,0,26,S,,,643
,3,1,,1,0,14.4542,C,,,234
,2,1,0.92,1,2,27.75,S,,,386
,3,0,20,0,0,7.925,S,,,759
,1,0,27,1,0,136.7792,C,3,89,791
,3,0,24,0,0,9.325,S,,,769
,3,0,32.5,0,0,9.5,S,,,744
,3,0,,0,0,7.55,S,,,156
,3,0,,0,0,7.75,Q,,,299
,3,0,28,0,0,8.05,S,,,300
,2,1,19,0,0,13,S,,,65
,3,0,21,0,0,7.775,S,,,10
,3,0,36.5,1,0,17.4,S,,,710
,3,0,21,0,0,7.8542,S,,,178
,2,1,29,0,2,23,S,,,219
,3,1,1,1,1,12.1833,S,,,760
,2,0,30,0,0,12.7375,C,,,160
,3,0,,0,0,7.8958,S,,,157
,1,0,,0,0,0,S,,,238
,3,0,,0,0,7.55,S,,,242
,3,1,,0,0,8.05,S,,,793
,3,0,17,0,0,8.6625,S,,,52
,1,0,46,0,0,75.2417,C,3,6,33
,3,0,,0,0,7.75,Q,,,782
,1,1,26,1,0,136.7792,C,3,89,5
,3,1,,1,0,15.5,Q,,,135
,3,0,,0,0,7.225,C,,,313
,2,1,20,1,0,26,S,,,478
,2,0,28,0,0,10.5,S,,,96
,2,0,40,1,0,26,S,,,258
,2,0,30,1,0,21,S,,,228
,2,0,22,0,0,10.5,S,,,693
,3,1,23,0,0,8.6625,S,,,262
,3,0,0.75,1,1,13.775,S,,,583
,3,1,,0,0,7.75,Q,,,37
,3,1,9,1,1,15.2458,C,,,182
,3,1,2,1,1,20.2125,S,,,645
,3,0,36,0,0,7.25,S,,,374
,3,0,,0,0,7.25,S,,,709
,1,0,24,1,0,82.2667,S,2,45,606
,3,0,,0,0,7.2292,C,6, E46,548
,3,0,,0,0,8.05,S,,,468
,1,0,,0,0,39.6,S,,,212
,3,1,30,0,0,6.95,Q,,,164
,3,0,,0,0,7.2292,C,,,635
,1,0,53,1,1,81.8583,S,1,34,50
,3,0,36,0,0,9.5,S,,,374
,3,0,26,0,0,7.8958,S,,,244
,2,1,1,1,2,41.5792,C,,,518
,3,0,,2,0,21.6792,C,,,331
,1,0,30,0,0,45.5,S,,,21
,3,0,29,0,0,7.8542,S,,,384
,3,0,32,0,0,7.775,S,,,67
,2,0,,0,0,15.0458,C,4,,107
,2,0,43,0,1,21,S,,,775
,3,0,24,0,0,8.6625,S,,,585
,3,1,,0,0,7.75,Q,,,359
,1,1,64,1,1,26.55,S,2,26,361
,1,0,30,1,2,151.55,S,3,22 C26,522
,3,0,0.83,0,1,9.35,S,,,743
,1,0,55,1,1,93.5,S,2,69,662
,3,1,45,1,0,14.1083,S,,,484
,3,0,18,0,0,8.6625,S,,,524
,3,0,22,0,0,7.225,C,,,223
,3,0,,0,0,7.575,S,,,762
,3,1,37,0,0,7.75,Q,,,368
,1,1,55,0,0,135.6333,C,3,32,103
,3,1,17,0,0,7.7333,Q,,,335
,1,0,57,1,0,146.5208,C,2,78,686
,2,0,19,0,0,10.5,S,,,232
,3,0,27,0,0,7.8542,S,,,547
,2,0,22,2,0,31.5,S,,,269
,3,0,26,0,0,7.775,S,,,662
,3,0,25,0,0,7.2292,C,6, E57,796
,2,0,26,0,0,13,S,6,2,354
,1,0,33,0,0,26.55,S,,,29
,1,1,39,0,0,211.3375,S,,,291
,3,0,23,0,0,7.05,S,,,534
,2,1,12,2,1,39,S,6,4,406
,1,0,46,0,0,79.2,C,,,0
,2,0,29,1,0,26,S,,,264
,2,0,21,0,0,13,S,,,396
,2,1,48,0,2,36.75,S,,,23
,1,0,39,0,0,29.7,C,1,18,99
,3,0,,0,0,7.225,C,,,287
,3,1,19,1,1,15.7417,C,,,489
,3,0,27,0,0,7.8958,S,,,351
,1,0,30,0,0,26,S,3,106,568
,2,0,32,0,0,13,S,,,715
,3,0,39,0,2,7.2292,C,,,208
,2,0,25,0,0,31.5,S,,,461
,3,0,,0,0,7.2292,C,,,698
,2,0,18,0,0,10.5,S,,,175
,3,0,32,0,0,7.5792,S,,,48
,3,0,,1,9,69.55,S,,,230
,1,1,58,0,1,512.3292,C,2,51 B53 B55,134
,3,0,,1,1,14.5,S,,,692
,3,1,16,0,0,7.65,S,,,53
,2,0,26,0,0,13,S,,,537
,3,1,38,0,0,7.2292,C,,,718
,2,0,24,0,0,13.5,S,,,788
,2,1,31,0,0,21,S,,,447
,1,1,45,0,1,63.3583,C,4,10 D12,584
,2,0,25,0,0,10.5,S,,,255
,2,0,18,0,0,73.5,S,,,705
,2,0,49,1,2,65,S,,,437
,3,1,0.17,1,2,20.575,S,,,756
,1,0,50,0,0,26,S,5,60,490
,1,1,59,2,0,51.4792,S,3,101,218
,3,0,,0,0,7.8792,S,,,72
,3,0,,0,0,7.75,Q,,,544
,3,1,30,1,0,15.55,S,,,332
,3,0,14.5,8,2,69.55,S,,,758
